Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20
1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0
1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0
1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1
1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0
1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0
0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1
1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0
1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0
1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1
1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0
1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0
1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0
1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0
1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0
1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0
1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1
0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0
1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0
1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0
1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0
1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1
1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0
1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0
1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0
1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0
1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1
1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0
1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0
1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0
1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1
1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0
1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0
0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0
1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0
1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0
1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0
1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1
1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1
1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0
1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1
1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0
1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1
1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0
1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1
