I keep a consistent schedule.,I look sternly at the students.,I point out the children who are disruptive.,I remind the class about the rules on the wall.,I raise my voice.,I express my disappointment in the children.,I change the subject to something more intresting.,I act more enthusiastic.,I engage distracted children with questions.,I insist on silence.,I wait until the children are quiet.,I use a ritual the children know to get the children's attention.,I let the class get out of hand.,I talk about why the activity is more interesting than they think.
-0.313202066,-1.197519883,-0.655316909,0.221025404,0.422614464,0.916873682,1.950141072,-0.087830782,0.513513438,0.26510445,0.848111098,-0.038086095,0.189477442,1.760882433
0.589093386,-0.355840921,-0.629042254,-0.202706173,0.318267167,0.988318375,0.273365461,-1.174730978,0.207018561,1.086889415,0.26943958,-0.04921137,0.461184104,0.487308105
-2.848976071,1.566897743,-1.335519716,-1.839982289,0.306074497,0.974335714,-1.052995063,0.212598768,0.171727767,-1.095983236,-0.296579423,-1.475147283,0.275962704,0.485453812
-0.861804367,-0.758242653,0.450526394,-0.427043636,0.754956383,-0.691382419,-1.502206544,-1.723380802,-0.413422708,-0.386745964,-1.358718119,-1.466830894,-1.47274722,-0.673419309
-0.81318081,0.29416516,-0.976402784,0.024390532,-0.97604506,-0.368181427,0.003905635,1.236701361,0.436055515,-0.762257118,1.519507676,-1.7662556,1.340884077,0.273052933
1.174342487,-0.612981142,1.035562388,-0.497988523,-0.364057938,1.146121357,-0.362196769,-1.349873671,-0.708088712,-0.290608608,-0.307020261,1.178589283,0.844015869,-0.927448076
0.197254126,0.161103687,-1.698505297,-0.369575714,0.058627899,0.677780195,0.907336121,-0.495908009,0.185555223,-0.215403104,1.072080508,-0.572084986,0.328761554,1.198340604
1.680270458,0.006297275,0.664274577,1.592237288,-1.473967037,2.718510304,1.077533305,0.35922392,0.607079364,0.465521252,0.77523823,0.871195724,1.542303499,0.235974235
-0.599625971,-1.194407835,-1.205157853,-0.992186502,0.100165366,-0.84314136,1.309860037,0.788434161,1.100831434,-0.880820263,0.169283587,0.519112861,1.179495809,0.602427179
-0.943252534,-1.027957051,-0.441498612,0.297720383,0.813801893,1.563989208,-0.796653639,1.129102562,0.292758367,-1.523185013,-0.359319311,0.771391783,-0.581159491,1.091873865
-0.842790733,-0.363057681,-0.653834527,-0.241952072,-1.862464905,-0.304438952,0.224462328,0.6793197,-0.809874889,-1.105576658,-0.329061615,1.253314831,0.16515803,0.039089261
-0.166068919,-0.615248801,-0.470785422,0.98167053,1.200153915,-0.486357865,0.608388211,0.161503629,0.03488988,0.614878007,-0.142420461,1.117466388,0.61319408,0.910445364
0.812005286,2.480027007,0.28677336,1.123941885,0.478074233,0.680371166,-2.605474809,-1.277025666,-1.575199033,0.442618741,-0.663009787,0.239064528,-0.916130977,-2.115431797
1.244281059,0.642180886,-0.466201322,1.183803975,-0.395195757,0.00486188,0.166568514,0.346208541,-0.185139577,-0.004749893,-1.361962165,0.369609285,-0.357336788,-0.433445397
0.725227591,0.365236254,0.529096301,-0.301758454,-0.617345986,-0.706159308,-0.789992546,-0.38898185,-1.680006722,0.202851675,-0.26961827,0.967909591,-0.267452861,-1.417142299
1.224752855,2.254588228,0.37340492,0.413527107,0.582332706,-0.319108125,-0.475152517,-0.161644824,-0.122288862,1.708474648,-0.983729783,0.906021942,-1.247621776,-0.99534549
-0.917090841,2.686294154,-0.025401102,-0.161817093,0.903927419,0.19620964,-0.24352751,-1.155722781,-1.220140803,-0.819029271,-1.043908857,-1.007417731,0.144088264,1.001873365
0.106318912,-0.262195266,0.612974279,1.277215946,0.422167232,-0.191042874,1.338215945,0.113165969,-0.380404658,-0.076686776,0.813188652,1.789186129,0.516486797,-0.186042283
-0.094367023,0.92025893,0.308512331,0.720177965,-0.22802819,-3.040460814,0.211921774,-0.869750064,0.701348928,0.161516848,-0.59949104,1.193753808,-0.15498589,-0.303307978
0.048764386,1.000792021,-1.911700663,0.145708102,-1.800449161,-0.181328727,1.163797013,0.436051628,0.778386435,-0.968776192,0.193466137,0.540045512,-1.25956169,0.950685171
-1.296630039,-0.132159027,2.127822005,-0.449283174,1.109685245,0.327789028,-0.830051699,-1.150682552,-0.094364845,0.608934557,0.232722618,-1.943657857,0.037741568,-0.325689055
-0.390840311,-1.176785007,-0.144851744,0.51301634,-1.513525046,-0.41907333,-0.133070883,0.824941471,0.633590753,-1.073719445,-0.318825221,0.662194243,0.563562892,0.483197521
0.118358326,-0.136870198,-2.448221042,-0.244529865,-0.653078329,-1.665022557,0.29145806,-0.272389968,0.94599389,0.236950181,0.143731018,-1.827515633,-0.349156043,-0.550872602
0.380717561,0.081131878,1.064264904,2.150953482,0.532199413,-0.681675686,-1.100496359,-0.39278645,-1.432431105,0.580530192,-1.453082769,0.802687873,-0.981002891,0.190196377
1.234086264,-0.649329537,-1.673007528,-0.40438609,0.564873113,1.192023982,0.153862871,0.655990892,0.869213694,-0.717343495,-1.15949702,-0.114621479,0.503255829,0.642914904
1.763725627,0.494307441,-0.443527989,2.229826777,-0.298555031,0.767977381,0.870539894,1.564439823,0.868633299,1.136522265,-0.398095133,1.411242485,1.278109806,0.614460047
-0.449763615,-0.148251278,-0.585727553,-0.503983342,-0.420334758,0.149498574,-0.637029922,-0.25298115,-0.15811184,0.427356966,0.489911214,-0.01053771,-0.481535506,-1.040655869
-0.972796437,0.733278934,-2.050656115,-0.915435839,-0.447561374,0.411337991,-0.855104886,-0.581750237,-0.361228331,-0.997311475,-0.383507965,-1.387073577,-1.148195971,0.020065061
0.409603875,-0.296269558,3.414803734,0.298159284,1.699657552,0.429223679,0.383025232,-0.107376271,-0.072694362,2.5608305,-0.311789033,-0.52188379,-1.432956367,-0.799279621
-0.915466006,1.073976815,1.93073537,0.370430501,1.503443131,2.472592225,0.341995575,-1.488911263,-0.692969124,1.224884866,0.547490047,-0.642684453,0.715618214,-1.450546082
1.972168827,1.707244869,3.14465788,1.592515206,0.619260445,-0.430484462,0.760112111,-1.587960488,-1.078218697,2.171768472,-1.667521326,1.918328238,-1.450727186,-0.769241256
-0.481777803,-0.322153364,-1.148581015,0.052584504,0.260626194,2.012698778,0.188968463,1.620604232,0.961390555,-1.340500846,0.790177918,-0.321708567,1.292124928,0.845087558
0.355986576,-0.876836711,-1.166035869,1.119484499,-0.625058932,1.542039031,1.519898612,-0.0898935,1.606040338,0.509179533,1.345267004,-0.304309507,1.184230565,1.481170237
1.506693501,-1.440319657,-0.27763748,0.49529346,-1.992594308,1.215821226,0.757931219,0.583824909,0.372226448,1.101537451,0.939384606,0.664203537,1.161666621,-0.543509627
0.999893859,-0.484053026,1.277840931,0.21057035,-2.046060781,-1.05291464,1.89326623,0.833045675,1.164673833,1.27967823,1.377312656,0.404091026,-0.649984475,0.592793558
2.270642134,0.171431302,0.433483822,2.167589461,-1.300888034,-0.39276243,1.324854036,-0.088999011,1.235941292,0.511260607,0.05699128,2.37207868,-0.825896983,0.561847207
0.309747025,-0.29979947,-0.905418533,-0.629534286,-0.260231388,1.048255002,-0.875962922,-0.426664714,-0.890551315,0.308709586,1.711810374,-0.459450168,1.564372811,-0.036821548
-0.520749588,0.279954157,-1.032513478,0.727311809,-0.210674049,0.387776543,-0.842262399,1.119868799,-0.827547391,-0.080082603,0.517423962,0.346973133,-0.220825344,-0.316807718
-2.210832407,-0.600865908,0.358967246,-1.002607088,0.590175079,0.334881923,0.111700146,0.17258758,-0.263851296,0.850570924,0.250917315,-0.514570239,0.18961338,0.861747611
-1.612143566,-1.835469731,-0.610042304,-0.608408895,0.201297125,1.939840582,0.135266185,0.970592641,1.062562971,-0.896942646,2.108613304,0.061072227,0.611952954,0.009917059
-0.32617142,-0.754885631,-2.048592088,-0.867492837,1.597951633,0.087983721,-0.825759945,-0.202910378,0.661311524,-1.635534918,1.127900304,-1.002934857,0.796622598,-0.059764135
-0.892176231,0.744695514,1.659641572,-1.210393219,-0.358575522,-0.090643405,0.225824397,-2.023221563,-0.528408187,-0.237181869,-1.156069948,-1.035450377,-0.189362066,-0.24953603
-0.067029531,-0.254178664,0.452709575,0.320539586,1.921395901,-0.379660986,-0.286216185,-0.487214919,-0.498599609,1.019696036,-0.922954275,0.153671933,1.897670374,-0.12493561
-0.429142344,-1.056239697,0.701383037,-0.427848209,0.269328429,0.164217495,0.647225044,-1.892005455,0.144666138,0.287318072,0.376841419,-0.161228961,0.273385132,1.620253911
0.282495982,-1.291631404,0.442674839,0.782222371,-1.971062994,1.477810251,0.932997241,-0.442096766,-0.750825551,-1.923170459,2.129374864,0.678255169,1.064425866,-1.49972811
0.687170714,-0.660138866,0.130122738,-0.545293526,-0.211089337,-0.004172896,1.569681881,0.633355611,1.106134741,0.32682782,-0.044624844,0.539458057,0.866313676,1.401310126
0.301352215,0.273211277,0.911371623,0.383347629,1.414035472,-0.182257475,-0.664122441,-0.552171306,-1.733727105,-0.151594958,-0.220641258,0.118438591,0.727109123,-0.433403251
-0.436304044,0.892141616,0.803512689,-0.374114041,2.425913766,-0.065197275,-2.580975144,-0.354974562,-0.418620053,-0.146536076,-1.651398434,-1.60644968,-0.571198615,-0.73454999
0.534939563,-0.502598351,0.476912718,0.760837713,1.712746657,2.201257743,-0.801943792,0.018982311,-0.5328297,-1.316803346,0.456775531,1.219029769,3.219259416,-0.891393461
-0.6772474,2.594495878,-0.485258433,-0.150983373,1.848431433,0.470624656,-0.417012457,0.214161379,-0.217695816,1.786001713,-2.595352819,-0.001224572,-1.093410936,-0.304756076
-0.43560299,-1.201167989,-0.982055661,0.213870822,0.178767497,1.946360279,-1.629841713,-0.104268715,-0.265955779,0.076745228,-0.742042449,-0.279659084,-1.28191323,-1.603416953
0.588999855,-1.160426615,0.68059482,-0.048984327,-2.230181557,1.49832186,1.491074852,-0.480658132,0.35784845,1.075499729,1.515557981,0.054645287,-0.055814019,2.325946952
-0.738000215,-1.155052607,-0.617279316,0.214723779,0.416867034,0.515068279,0.59345071,1.034742358,0.343191776,2.08151922,-0.526891475,-0.815863772,0.850887372,-0.313818788
-1.761052194,-0.735692858,-0.989728122,-2.088675804,0.269538375,0.088732483,-2.301026952,-0.311332578,-0.503609973,-1.558633838,-0.198811577,-1.824611677,1.109440711,-0.964223033
-2.068021799,0.463787439,-0.474701684,-2.39635701,-0.631959902,0.019665476,-0.535486209,-0.782236569,-0.017572898,0.351884263,-2.195256211,-2.210500067,-3.215731138,-0.329850446
0.15873659,-1.370922073,-2.341371901,0.25063686,-0.632766378,-0.474597917,0.826172969,1.199403099,1.13389665,-1.763967016,2.234674462,-0.375234813,0.916166817,0.45879129
-0.565373116,1.053344103,0.831899786,0.563026503,2.260571101,-0.296352495,-1.119208593,0.806070822,-0.881684355,-0.589774436,-0.630669635,-0.838866598,-1.513535144,-0.323340908
-1.34036331,0.695912628,-0.294853919,-0.725592878,0.252722964,-0.548400437,0.970742577,0.551867508,0.64797257,-0.2960731,0.865742255,-0.342090283,0.665110554,1.497876037
-0.176283076,-0.949274801,-0.972556059,-1.15394441,0.181735476,1.339199489,-0.466459022,-0.732850992,-0.467281031,-0.784647586,0.724353191,-1.042308376,0.503770488,-1.160633166
0.059760064,0.67733278,-0.765738306,-0.170753855,0.685283016,0.328540518,-0.972540166,0.19847346,-0.345135115,0.830075958,-0.843641023,0.043253311,-0.158768085,-0.81726166
1.614102982,0.154278094,-0.44045337,0.247916858,-0.262266429,-1.306857369,-1.504077817,-0.982487221,-0.794868298,0.561480966,0.728972484,0.355486925,-0.431489127,-1.691651614
0.330485763,0.390017369,0.573578252,-1.092199151,0.615277119,0.869478442,0.666947194,-0.179994689,-0.38801012,-0.372514,-0.473126565,-0.209817541,0.597008672,1.36248079
-1.529977021,-0.38599211,-0.187644575,-1.393573047,-0.693637551,-0.174954258,0.22381812,0.797212575,0.555413626,0.367177081,-0.750093692,1.151511773,-1.622688816,1.805534028
-1.031112144,1.629772389,-0.132921043,-0.487527615,1.723390817,-0.298300186,-1.848773307,-0.689082056,-0.797458132,-1.002028827,-0.783280038,-2.246914647,0.433957763,-0.192119238
0.120758801,-0.642676929,0.390625593,0.636805299,-0.321536991,-1.074852998,0.731762366,1.080596818,0.764305332,0.592457014,0.120969025,7.19E-04,-1.422461766,1.340276245
0.905612285,-1.251960671,-0.179099861,0.292371523,-0.507842581,0.019118825,-0.666333824,-1.147537134,-0.729090316,-0.418823274,0.420883044,0.634846328,0.671762731,-0.18573234
0.241703763,0.497235018,0.431339013,1.196564724,1.706881632,0.340940178,-1.202461044,-0.84159576,-0.543388089,-0.207866366,0.120490822,-1.040313416,0.375774681,-1.058057786
0.950683911,-0.063614957,0.026315345,0.147551916,-0.062207373,0.277167598,0.160739117,-2.447997466,-0.506240098,1.031788624,-0.529000381,0.616490415,-1.231607605,-0.185808953
1.197874288,-1.3829202,0.690534798,0.710028538,-0.408236988,0.680385318,1.245747821,-0.581302714,-0.604678987,0.157997892,-0.341982357,1.03486498,2.704940684,-0.200956507
-0.669992126,0.455370998,-0.156190903,-1.966090458,0.659845608,0.3555045,-0.411090045,0.520194149,0.205678392,-1.267175551,-0.349385759,-0.297084987,1.375913467,0.513799516
-0.988777117,-0.530997943,-0.198751948,-1.030914914,0.293359419,1.533326442,-0.027462361,-0.506817154,-0.145238809,1.217865344,-0.436993668,0.060487057,-0.419495334,0.494993339
-0.52168651,-0.798478056,-0.153891595,-1.287219349,1.082160458,-1.781219638,0.854493246,0.490074809,0.873639621,-0.2326018,0.422393901,-0.845997043,-0.992890746,0.749763996
0.998117804,-0.44488791,0.250623092,0.395107752,-0.100382059,0.549108309,1.233848973,-1.888165719,-0.089096607,-0.820012692,0.843253765,0.562888463,0.930974249,1.375871618
-1.251724352,1.840773947,0.11193976,-0.811257937,0.418391749,1.030013576,1.780689356,1.039263732,1.889504997,-1.904083162,0.447408026,-1.148744526,-0.220832945,2.188514373
0.977257591,1.717891108,0.525220721,1.491397071,0.785529801,-1.317923154,1.459823427,-0.482424878,-0.057740062,1.594755688,-0.574844787,2.469473954,0.932068273,-0.695001019
0.881745783,0.603067991,-0.396708746,0.701146587,0.103643581,0.668939256,0.085783475,-0.037516463,0.222360648,1.612738954,0.465748838,0.437735899,0.024882381,1.42486035
1.96303138,-1.071123381,0.131158609,0.945807379,-0.217343456,1.997294237,-1.631428004,-0.617141203,-1.268720663,-0.152464398,0.11296715,-0.33199251,1.543823467,-0.267347417
-2.162510951,0.318144384,-1.331293088,-0.352790097,-0.20668677,-0.549889137,-0.261676788,-0.091190074,-0.507217143,-0.274482626,-0.243595908,-0.527621512,-1.945767757,-0.06046551
0.125360051,1.245323487,-1.151352174,-0.607365779,-1.581659458,-0.11160448,-2.112273785,1.317688664,-0.40054483,-1.229153895,0.821979241,0.406040812,-0.417290058,-2.034951479
-0.753162147,0.195170953,-0.780573468,-0.436397887,-1.176216515,-2.275794404,0.146138172,-0.982749854,-0.207721484,-0.471198879,0.823935799,0.293245737,-1.69828065,-0.293729745
-0.557399109,-0.916297858,0.498791198,0.275681447,1.223713505,-0.159300453,1.456549249,-1.503086104,0.043843786,-0.588546956,0.498245727,0.251478747,2.522345503,1.615171909
0.368486846,-1.029893312,-1.548132177,-1.363142864,-1.212234317,2.019266667,-0.872989805,1.108216396,0.199897755,-1.188743412,0.132290999,0.500754327,1.441605816,0.498350969
-0.507429483,-0.976445508,-1.389901964,-1.351252536,0.991928078,0.702619278,-1.049981945,0.648901987,-0.44641239,-0.486291083,0.975235006,-1.544912591,1.001795018,0.36322432
-0.962633567,-0.067962194,0.390645782,-0.390818659,0.1563267,-0.540964335,-0.791764006,-0.543982305,-1.710472071,-0.532154022,1.594273031,-0.247964847,-1.008907232,-0.51008085
0.730421853,-0.03292573,2.735394158,1.284362633,-1.212739917,-0.140448271,0.242385112,-0.993156674,-0.785625108,-0.156076864,0.534632792,0.095890169,0.343371519,-0.969972712
-0.854000151,0.421890669,0.465492848,1.094174265,-1.432703232,0.189125385,0.918553917,1.261986848,-0.302383274,0.193182684,0.883950556,0.332128766,0.57907158,0.361888652
-1.625545401,0.094009027,-0.994887726,-1.911560076,-0.446361341,0.521391897,-1.50095001,0.590384927,0.663065415,-0.521245024,-1.062521258,-1.540716617,-0.195628942,0.484651715
0.287823643,0.804741178,-1.319660315,-0.779093735,-0.797998737,-1.086911581,-0.26797976,1.624692336,-0.479203505,-0.202091281,-0.061417985,-1.984065779,1.822662175,-0.536137688
0.285199663,1.663348059,0.091899922,1.386626439,0.86656335,2.016253685,0.498978754,1.573641341,-0.221092173,-0.334038323,1.068749022,2.018689639,-1.411632141,-1.186397226
1.093866088,-1.092203195,-0.244485673,1.338329236,-0.596375135,0.434438074,3.251331079,-1.528977216,0.618405915,0.059996309,-0.795059971,0.282579703,0.012971572,1.958399823
-0.177043437,-0.339607819,-1.431671438,-0.588694586,0.110836497,0.53527634,-0.453164908,0.364669067,0.883572628,0.413345731,0.687621686,-1.107784617,0.259470494,1.271322273
0.285896807,0.240266287,-0.921548572,0.881690632,-0.110975328,-0.35271758,-0.146418577,0.878193009,0.014054173,-0.841927409,0.951470698,-0.078430182,-0.736672543,-1.314376419
-0.376619303,-0.1547638,-0.407348251,0.485086151,-0.229430665,0.238111879,0.199038762,0.602733419,0.280520785,-1.10577416,-0.556380215,-0.153804091,0.332611853,-0.794003434
-0.158001639,0.604982199,0.450564035,0.471478135,-0.893275969,-0.156697342,0.246747985,0.825741679,-0.058927911,0.588291905,-1.251319393,-0.166171138,-0.410202879,-0.412112993
0.206294468,-0.707318099,-0.082869702,0.273965301,-0.79204796,-0.327199383,-0.104548913,-0.907145236,-0.580156448,0.686862895,0.529585434,-0.61684656,-0.202494621,0.066522752
0.314749858,0.056971552,0.585459297,-0.378530661,0.367374886,1.030394939,-0.657171453,-0.447904399,-1.390829705,2.603763522,-1.458726881,-0.435850797,1.260154604,-0.55020638
0.773672059,0.572239976,1.169447829,1.681153682,0.535029404,-1.078888115,0.063558731,0.030886625,-0.550234451,1.752340526,-1.001617532,0.694575839,-0.891220764,-0.960753816
-0.503656374,1.491336255,-0.562791706,1.884490793,0.32694737,1.297616487,-2.361878872,-0.172891453,-2.942784477,0.816748241,0.752421259,0.319554239,-1.02077266,-2.417773487
1.770098807,0.143206714,-1.074370874,2.178899906,-0.933787789,0.911153852,-1.120507175,1.293257363,-0.22384265,0.298908617,0.489055053,1.208032293,0.539712815,-0.94759463
0.814732435,0.531225275,0.759225804,0.667571913,0.676753258,0.995446598,-1.083930856,-0.379947768,-2.194038336,0.852960386,0.016929287,0.693955811,-0.084370742,-1.845342185
-0.631084436,-2.246057294,-0.230077035,0.633477179,-0.374023734,2.561636628,-0.764191706,-0.546189415,-1.663863616,1.387565427,0.770706449,-0.704597682,1.861278741,-0.17597503
0.471658968,-0.073231866,0.701065015,0.562071272,1.220126667,0.340982856,-1.173630216,-0.93984768,-1.316896246,2.543540674,-1.780619698,1.627540174,0.297765224,-1.947167382
-1.440802155,-0.593787865,0.318685948,-0.122340777,0.422350649,0.310066994,-0.538609213,-0.240194831,-0.698962184,-0.721355928,-0.735248629,-0.534764461,0.649021523,-0.44586936
-0.245826196,-0.766868883,-0.27523774,-1.720081115,0.954395726,-0.431768929,-0.520527568,0.798391667,-0.066025672,-0.661114519,0.480141435,-0.371268056,1.140966539,0.366616259
-0.314462294,-0.15555835,-0.432174845,1.192374261,-1.356752407,0.458350927,1.058869597,-0.082796089,0.246384392,0.067914904,0.715785106,0.658397671,-0.813682351,0.375286734
0.52978252,0.199635104,-0.176871531,-1.028570473,0.727540233,1.383291488,-0.341819501,0.765901097,0.352606355,0.935774073,-0.186829549,0.576577224,-1.968608037,-0.004387783
0.400219427,1.372150716,0.620074909,-0.439767495,-0.284224793,0.157036846,-0.594150548,-0.877227424,-1.10095134,-0.317432396,-0.521817474,0.728617404,-0.516661034,0.028877665
-0.454562673,-0.086305639,-0.493390589,1.003981674,-0.81123367,1.539333257,2.189229161,1.214756894,0.935177331,0.885162,1.190866543,0.944808995,-0.353874011,0.870296519
2.321875638,-0.426520432,-0.381969372,0.757308866,0.364494849,-2.45178262,0.131495818,0.526102243,-1.152123844,1.733093022,-0.945710709,0.171109399,-0.021616195,-1.027270963
-3.1482975,-0.461308104,0.157351406,-1.764428779,1.81236407,0.014327581,-0.27339097,-0.156716703,0.222065582,-0.669783604,-1.586735119,-0.643044358,0.42779006,1.325948094
-0.775627256,-0.6973075,0.020119252,-2.235456886,-0.502470268,0.335215967,-0.36902486,-0.140234104,-0.633970489,-0.213395818,1.456504725,0.302539771,-1.552880404,0.029941438
-0.026020708,0.055664026,0.069405426,1.485905393,-1.535184462,-0.786011135,0.043534695,0.790312834,-0.169612503,0.005780287,0.168778382,0.939651136,0.679892277,-0.053530629
-0.837785687,0.062896449,-0.39697478,-0.865465007,1.751169399,2.709433689,-0.693857273,-1.499931567,-1.115083412,-0.323714831,-0.90214869,-0.835592231,0.091798144,0.255021322
1.608440861,-1.009435419,0.465218202,1.67853277,0.883027476,-0.684089781,-0.119551175,-1.399834791,-1.863307924,-0.088867025,-0.138624291,1.422566839,-0.164574927,-1.434601312
0.169981153,-0.578974051,0.232045161,-0.735790581,-1.673796672,-1.271176067,-0.702767361,1.272744368,-0.163441691,0.804316653,-0.672315741,-0.172548524,0.589567282,0.262640146
-0.046763797,-0.103193709,0.087718679,-0.645529418,-0.284267518,0.129818025,0.781557957,2.281417002,1.573379894,0.401558858,2.032198659,1.205180601,1.62377496,1.986695576
-0.601531615,-0.621711834,-0.959915488,1.174026626,0.422890597,2.798305941,-0.295605567,0.653759533,0.005882928,-0.273491723,1.347756571,-0.163088904,1.823720597,0.616449494
0.58049765,0.236468422,-0.208771272,0.327110402,0.328627527,-1.078963177,-0.710387166,0.847680791,0.240241843,-0.680376834,-0.723917157,-0.025697733,-2.735496113,-0.27477085
-0.433852301,0.746642781,1.355378422,-0.080313138,-1.352193592,-1.14160899,-0.654155728,-0.141197839,-1.042197818,-0.011430127,-0.262815819,0.789076915,-1.027780934,-0.884566103
-0.297909419,1.077534653,0.021937925,0.629268561,0.779878041,-0.955598062,-0.423239349,-1.576545565,-0.563078055,1.463747959,0.235829312,-0.463219446,-0.717339205,-0.132401107
0.543070754,0.67338654,1.39871874,-0.857006097,1.105103952,0.817387195,-0.648225009,-1.233569729,-1.329765156,0.889444487,-1.389984752,-0.472971988,-1.330983197,0.175232847
0.520732464,-2.417614518,-1.664861817,0.297090041,-2.349690425,0.204802735,0.010356514,0.314670445,0.061696082,-1.602938845,2.493103872,0.350229623,0.713723787,0.710296546
-0.248225088,-0.830301841,-0.150487149,-2.15299487,-0.950006007,0.116895884,-0.911086544,1.20486418,0.029664279,-1.643578883,-0.126248135,-0.430986324,0.179072834,-0.155458827
-0.360894499,1.398128043,-0.187672747,-0.806802621,0.327213623,-0.775152033,-1.842958619,-0.644487162,-1.985125095,0.896570017,-0.136603266,-1.059389864,-0.531242691,-1.103725771
0.165298195,-0.801018914,-1.095818411,1.229645339,0.601844521,2.056231942,0.882395884,0.153292203,-0.465964627,-0.639446753,-0.105463403,0.340966257,1.65151455,-0.250241148
-1.061394008,0.435713427,0.451104112,-1.263231059,-1.572382177,-0.41936618,-1.749874921,0.087856754,-0.146192767,-1.381614326,-0.809120891,0.152159136,-0.230147053,-1.441966258
0.438937634,-0.2143535,-0.61556659,-0.082563461,-0.664324201,-2.804258747,-0.202539651,1.133168951,0.074074943,-2.694961159,0.759492914,0.124447583,-0.449923346,-0.366415796
-0.766190068,-1.164006572,0.458929084,1.25475307,1.369037106,0.809562282,-0.149297905,-0.219290407,0.004004915,0.406593904,-1.284419141,0.019322177,0.751161465,0.275998091
-0.888517651,0.061531529,-1.06703947,-1.999912621,0.579793964,0.675504225,-0.85937787,0.722740282,1.140170847,0.204457902,-0.847382229,-2.361062717,-0.02515408,1.357248867
-0.580855113,0.823308981,1.232946635,1.082136728,1.362446687,1.193678051,0.413552685,-1.909271616,-0.168736366,0.7131663,-0.655311774,1.036805547,0.588270635,0.112611703
-0.840704588,0.593681263,-0.294610749,-1.109312947,1.430579583,1.201412543,-1.165404584,-0.344657617,-0.858080152,1.480692142,-0.247035734,0.939407463,0.505119838,-1.496865308
0.96121342,-1.116997818,-0.002663551,0.483667847,-1.026554491,0.117300609,1.766491193,-1.600400029,1.173979012,0.341121641,1.147735447,0.50887432,1.525069571,-0.566670103
-0.576959176,-1.677694842,-0.060456581,-0.701548084,-0.455239264,0.213701823,1.539793627,0.44434855,1.740692221,-0.354535389,0.876064097,0.449224251,0.846420374,0.992405958
-1.137517435,0.102941785,-0.08636843,-0.772125613,-0.988749773,1.742472234,-1.86337191,0.603489729,-1.536807266,-0.168333713,-2.272174459,-0.964856993,0.171430696,-1.038931914
-0.450793507,1.568015024,1.80095679,-0.357765737,1.34478284,-0.528737512,-2.036764784,0.246347015,-0.871699375,-1.024659988,-2.029624215,0.031591145,0.818706923,-0.995417178
2.1736755,0.32400141,0.05498261,1.984161963,-0.590550485,-0.124582128,1.398839807,1.2848491,0.906512473,0.008902685,0.939483369,2.375309548,-2.015577321,-0.591372784
1.712539181,-0.139559659,1.461252869,0.458249665,0.149604984,-1.22707553,-0.251180398,-0.675060427,-0.323728124,1.846919732,0.110151897,0.740227941,-0.985893367,-0.965719145
-1.042913197,-0.525968394,-0.719080058,0.073448066,-1.49842268,-0.797304198,-1.046906368,0.410528924,-1.11531382,-1.261569498,-1.015714441,-0.755078884,-0.113614161,-0.75010558
-0.43853998,-0.431956874,-0.708160139,-0.546419742,1.16562958,0.833259962,0.04004177,1.556759535,0.828604721,-0.433423845,0.168803071,-0.351709497,-0.24787566,1.710304924
0.615464719,-0.029631319,-0.48341563,-0.21392816,-0.913957653,0.427502672,-0.004457164,0.150864156,0.358623719,-0.425942782,0.198988565,-0.716973405,0.913644514,-0.02033579
-0.47440942,-0.003468992,-2.021982774,0.274815764,-0.456852855,0.193464832,0.213281908,-0.180399895,0.49378319,-1.966177357,-0.222580832,-2.033717804,-1.289923444,0.227700921
0.74356286,0.486009154,1.085434495,0.431334908,1.127272677,0.034253673,0.26777656,-0.123454867,-1.07552317,1.469686464,0.253269341,2.39963474,1.702325339,-0.33407611
1.218318578,-1.319509267,-0.140723008,-0.305594491,0.2248955,-0.175567617,-1.649340253,0.857963625,-0.792962615,-0.925213508,-0.133845127,-0.506158715,-0.295416658,0.260371147
0.507413316,0.19497294,-0.918593394,0.349970467,-0.621886063,0.11274801,0.092829536,-0.362313024,0.586662906,1.396462758,0.835528173,0.086675286,-0.332167398,-0.323886893
0.337787077,-0.970239053,0.177549302,-1.426928935,-1.511883976,0.379199415,1.278674549,2.432502701,1.239518997,0.524508185,0.081109996,1.748052435,-0.167531797,0.71444217
-0.384566475,1.989194078,-0.158653356,-1.171304102,-0.776652408,0.080728712,-0.764743194,0.429097539,-0.363392331,0.208812973,-6.72E-04,-0.535161917,-0.189181346,-0.549249162
-0.283254018,-0.796946842,1.510435222,1.151587539,-0.11535965,0.32524911,0.299678348,-0.349156123,0.065887678,0.153624444,0.612742558,0.826259495,-0.141444814,-0.689358542
-0.283124762,-1.672557623,-1.302016636,-0.602229961,0.181935925,-0.851325944,-0.684850436,1.633294951,-0.12025831,0.153854466,-0.108329103,-1.468799741,-0.833546513,-0.621241901
-0.388060815,-0.105083056,-0.373727871,-2.181532205,0.162470085,0.148230988,-0.450485627,-0.575274336,-0.587881663,-0.09707499,-1.152759073,-0.165925876,1.11684352,0.682796151
-0.528884203,-1.889451101,-0.939631459,0.254057311,-1.611366511,-1.011691684,1.898529818,2.446848298,3.07511827,-0.666491098,1.489634399,-0.99329867,0.069349481,2.020501431
-0.867705143,0.141449656,0.670535788,-1.428900903,-0.004897913,-0.034382195,-0.828067369,-1.079004753,0.032733818,0.322075018,0.436619961,-1.792386276,0.47845429,-0.063570631
